-1.07,3.37,9.19,-1.23,3.06,9.35,-1.07,3.06,9.35,-1.07,3.06,9.35,-1.07,3.37,9.35,-1.23,3.22,9.35,-1.23,3.37,9.35,-4.90,4.90,10.73,-1.38,3.06,9.50,-1.07,3.22,9.19,Viewing
-0.61,5.67,7.66,-1.07,5.52,7.97,-1.07,5.98,7.97,-0.92,5.82,7.66,-0.92,5.98,7.81,-0.92,5.82,8.12,-0.92,5.98,7.81,-0.77,5.98,7.97,-0.61,5.67,7.66,-0.92,5.36,8.12,Viewing
1.23,5.36,7.81,1.23,5.82,8.27,1.23,5.82,8.12,1.07,5.21,8.27,1.07,5.82,7.81,1.23,5.82,7.97,1.38,5.67,7.81,1.84,5.82,8.12,1.99,6.13,7.81,1.99,4.60,7.81,Viewing
2.91,5.67,7.51,3.22,5.52,7.66,3.37,5.52,7.20,3.52,5.98,7.51,3.06,5.52,7.66,3.06,5.82,7.51,2.91,5.52,7.66,3.06,6.13,7.66,1.99,6.90,7.20,3.83,5.82,7.51,Viewing
2.91,6.28,7.05,3.06,6.28,7.05,3.06,6.44,6.90,3.06,6.59,7.05,3.06,6.44,6.74,2.76,6.90,6.74,2.76,6.13,6.59,4.75,6.13,3.22,2.30,7.20,6.74,2.91,6.44,6.74,Viewing
2.60,6.90,6.28,2.91,6.90,5.82,2.91,6.74,6.44,2.91,6.59,6.28,2.76,7.20,6.59,2.76,6.90,6.28,2.76,6.90,6.28,3.37,7.81,3.37,2.60,6.90,6.90,2.76,6.90,6.28,Viewing
-0.15,8.43,6.44,-1.23,7.51,5.52,-1.07,7.81,5.52,-1.07,7.81,5.67,-1.07,8.12,5.98,-1.69,7.81,5.82,-0.92,7.97,5.82,-1.23,7.51,5.82,-0.77,8.27,5.52,-0.77,7.66,5.98,Viewing
-1.07,7.97,5.82,-1.07,7.97,5.67,-0.92,7.97,5.36,-0.61,7.81,5.36,-0.77,7.97,5.67,-0.92,7.81,5.82,-0.77,8.12,5.67,-0.46,8.27,6.13,-0.61,7.97,5.36,-0.77,7.81,4.90,Viewing
0.00,6.74,5.21,-0.61,7.05,6.28,-0.92,6.59,7.97,-0.61,5.82,8.73,-1.53,5.52,9.96,-0.77,5.36,9.04,-0.46,4.90,8.12,-0.15,5.06,8.58,-0.15,4.75,8.73,-0.31,4.90,8.73,Viewing
-0.46,5.06,8.58,-0.46,4.90,8.58,-0.61,5.06,8.43,-0.46,4.90,8.43,-0.46,4.90,8.43,-0.61,5.06,8.43,-0.46,5.06,8.58,0.31,3.68,8.12,-0.31,5.21,8.58,-0.15,5.06,8.73,Viewing
-0.31,4.90,8.27,-0.31,5.21,8.58,-0.92,5.06,8.58,-0.92,4.75,8.43,-0.61,4.90,8.58,-0.46,5.06,8.73,-0.46,4.29,8.89,-0.77,4.75,9.19,-0.31,4.29,9.04,-0.92,4.90,8.58,Viewing
